,Unnamed: 0.1,Unnamed: 0,Title,Session_Code,Author,Affiliations,Text,Year,Authors_and_Affiliations,Email,Sentence,Person-first,Identity-first,PF_nouns,IF_nouns
314,164,461,Breakpoints in 17p13 associated with Asperger  syndrome.,P0370.,"Johannesson1, D. Tentler2, M. Johansson3, M. RÃÂ¥stam3, C.  Gillberg3, M. Nordling1, N. Dahl2, J. WahlstrÃÂ¶m1","1Dept of Clinical Genetics, Gothenburg University, Gothenburg,  Sweden, 2Dept.of Genetics and Pathology, Uppsala University,  Uppsala, Sweden, 3Dept. of Child Adolescent Psychiatry, Gothenburg  University, Gothenburg, Sweden. ","autism is a severe developmental disorder characterized by major difficulties in social interaction with unusual responses to the environment similar to those in a mild form of autism. 0.3 0.6% of the population will meet the criteria of ASD.  The clinical features includes paucity of empathy, difficulties to form friendships with social isolation as a consequence. The syndrome also includes pedantic and monotonic speech and highly circumscribed interests in topics such as the weather and railway tables or maps. We have identified two non related patients with ASD  both with apparently balanced reciprocal translocations with breakpoints in 17p13. Cytogenetic analysis revealed de novo translocations t(13;17)(q14;p13) and t(17;19)(p13;cen) respectively. Mapping the translocation breakpoints of the chromosomes 17p was performed by FISH. Chromosome 17p13 specific clones were hybridized to metaphase chromosomes of the two translocations. The results demonstrated the two breakpoints to be located within a region of 300 kb. The region is spanning 14 known genes. PCR amplified fragments derived from or flanking 5 of the genes was used as FISH probes to perform a closer definition of the breakpoints.",2002,,,We have identified two non related patients with ASD  both with apparently balanced reciprocal translocations with breakpoints in 17p13.,patient with ASD,,patient,
315,4108,417,C Deletions in MACROD2 gene and Autism Spectrum Disorders,P08.045,F. Macho Carballido: None. J. Torres HernÃ¡ndez: None. M.,Quintanilla Mata: None. M. Simarro Rueda:," Introduction: autism,which are de ï¬ned as a chronic neurological disorder with a strong genetic basis,manifests at an early age with a variety of symptoms related to social interaction, communication and lack of ï¬exibility in reasoning and behavior. MACROD2 is a gene involved in DNA repair, cell signaling, gene transcription, and chromatin remodel ing. It is highly expressed in the ventricular zone of the brain during embryonic development. Deletions of 20p12.1 involvingMACROD2 have been associated with ASD according to several studies that preliminarily linked this gene to ASD. CASE REPORT First, in 2012, in a 12 year old patient diagnosed with ASD, a 400 K array CGH was made, resulting in a deletion of 86 Kb in 20p12.1(chr20: 14147320_14234229). This CNV was classi ï¬ed as of uncertain clinical signi ï¬cance and was not considered as the cause of the disorder. Recently, in another 3 year old patient with ASD, a genetic study was carried out using a 180K CGH array,ï¬nding a 0.265 Mb deletion in 20p12.1 (chr20: 14776880_15041538) in the MACROD2 gene. In both cases, the deletions were inherited from healthy mothers, so these altera tions could have incomplete penetrance and high phenotypicvariability. Discussion: Based on these cases and others previously reported [Lombardo et al., 2019; Frye et al., 2016], where deletionsin 20p12.1 are found in non syndromic boys with ASD, it would benecessary to review old cases in which no cause effect was found between the deletion and the disorder.",2021,,,"Discussion: Based on these cases and others previously reported [Lombardo et al., 2019; Frye et al., 2016], where deletionsin 20p12.1 are found in non syndromic boys with ASD, it would benecessary to review old cases in which no cause effect was found between the deletion and the disorder.",boy with ASD,,boy,
316,4108,417,C Deletions in MACROD2 gene and Autism Spectrum Disorders,P08.045,F. Macho Carballido: None. J. Torres HernÃ¡ndez: None. M.,Quintanilla Mata: None. M. Simarro Rueda:," Introduction: autism,which are de ï¬ned as a chronic neurological disorder with a strong genetic basis,manifests at an early age with a variety of symptoms related to social interaction, communication and lack of ï¬exibility in reasoning and behavior. MACROD2 is a gene involved in DNA repair, cell signaling, gene transcription, and chromatin remodel ing. It is highly expressed in the ventricular zone of the brain during embryonic development. Deletions of 20p12.1 involvingMACROD2 have been associated with ASD according to several studies that preliminarily linked this gene to ASD. CASE REPORT First, in 2012, in a 12 year old patient diagnosed with ASD, a 400 K array CGH was made, resulting in a deletion of 86 Kb in 20p12.1(chr20: 14147320_14234229). This CNV was classi ï¬ed as of uncertain clinical signi ï¬cance and was not considered as the cause of the disorder. Recently, in another 3 year old patient with ASD, a genetic study was carried out using a 180K CGH array,ï¬nding a 0.265 Mb deletion in 20p12.1 (chr20: 14776880_15041538) in the MACROD2 gene. In both cases, the deletions were inherited from healthy mothers, so these altera tions could have incomplete penetrance and high phenotypicvariability. Discussion: Based on these cases and others previously reported [Lombardo et al., 2019; Frye et al., 2016], where deletionsin 20p12.1 are found in non syndromic boys with ASD, it would benecessary to review old cases in which no cause effect was found between the deletion and the disorder.",2021,,,"Recently, in another 3 year old patient with ASD, a genetic study was carried out using a 180K CGH array,ï¬nding a 0.265 Mb deletion in 20p12.1 (chr20: 14776880_15041538) in the MACROD2 gene.",patient with ASD,,patient,
317,3516,456,C Genetic determinants for social skill training outcomesin autism spectrum disorder,P09.024,D. Li,"1,2, I. Rabkina1,2, S. Stamouli1,2, H. Jiao3,","M. Becker1,2, U. Jonsson1,2,4, N. Choque Olsson1,2,5, S. BÃ¶lte1,2, K. Tammimies1,2 1Center of Neurodevelopmental disorder (KIND), Division of Neuropsychiatry, Department of Women and Children's Health, Karolinska Institutet, Stockholm, Sweden,2Child and Adolescent Psychiatry, Center for Psychiatry Research, Stockholm County Council, Stockholm, Sweden, 3Department of Biosciences and Nutrition, Karolinska Institutet, Huddinge, Stockholm, Sweden,4Department of Neuroscience, Child and Adolescent Psychiatry, Uppsala University, Uppsala, Sweden,5Department of Clinical Neuroscience, Karolinska Institutet, Stockholm, SwedenAbstracts from the 52ndEuropean Society of Human Genetics (ESHG). . . 1421Introduction: Social skill group training (SSGT) is one of the most common interventions for children and adolescents with autism. Individual responses to SSGT vary and limited clinical predictors exist for the treatment. Material and Methods: Therefore, we performed a detailed genetic characterization using genotyping, CNV calling and exome sequencing of autistic individuals from one of the largest randomized clinical trial for SSGT andanalyzed the association between genetic factors and SSGT treatment outcome. Identi ï¬ed rare copy number variations (CNVs) were prioritized and polygenic risk score (PRS)was calculated from ASD, education attainment (EA) and attention de ï¬cit hyperactivity disorder (ADHD) based on different p value thresholds (Pt < 0.01, 0.05, 0.1, 0.5, 1). Results: Individuals who carried large CNVs (> 500kb) showed signi ï¬cant worse outcome at 12 weeks post treatment ( Î²,15.4, p ,0.017) and 3 months follow up (Î²,14.2, p ,0.028). In addition, inferior outcomes were implicated for individuals with higher PRS for ASD (Pt , 0.5:Î²,6.5, p,0.018) and ADHD (Pt 1.0: Î²,6.7, p, 0.015) at follow up treatment. Currently, we are analyzing exome sequencing data from the same 205 individuals and then combining different rare and common genetic variantdata carriers together. Conclusion: autistic individuals with higher genetic burden for the disorder, including large rare CNVs andhigher load of PRS, have different bene ï¬ts of SSGT com pared with individuals with lower genetic risk. Our results can aid in personalized intervention modi ï¬cations for ASD in the future. D. Li: None. I. Rabkina: None. S. Stamouli: None. H. Jiao: None. M. Becker: None. U. Jonsson: None. N. Choque Olsson: None. S. BÃ¶lte: Other; Modest; Huber/ Hogrefe. K. Tammimies: None.",2019,,,"Material and Methods: Therefore, we performed a detailed genetic characterization using genotyping, CNV calling and exome sequencing of autistic individuals from one of the largest randomized clinical trial for SSGT andanalyzed the association between genetic factors and SSGT treatment outcome.",,autistic individual,,individual
318,3516,456,C Genetic determinants for social skill training outcomesin autism spectrum disorder,P09.024,D. Li,"1,2, I. Rabkina1,2, S. Stamouli1,2, H. Jiao3,","M. Becker1,2, U. Jonsson1,2,4, N. Choque Olsson1,2,5, S. BÃ¶lte1,2, K. Tammimies1,2 1Center of Neurodevelopmental disorder (KIND), Division of Neuropsychiatry, Department of Women and Children's Health, Karolinska Institutet, Stockholm, Sweden,2Child and Adolescent Psychiatry, Center for Psychiatry Research, Stockholm County Council, Stockholm, Sweden, 3Department of Biosciences and Nutrition, Karolinska Institutet, Huddinge, Stockholm, Sweden,4Department of Neuroscience, Child and Adolescent Psychiatry, Uppsala University, Uppsala, Sweden,5Department of Clinical Neuroscience, Karolinska Institutet, Stockholm, SwedenAbstracts from the 52ndEuropean Society of Human Genetics (ESHG). . . 1421Introduction: Social skill group training (SSGT) is one of the most common interventions for children and adolescents with autism. Individual responses to SSGT vary and limited clinical predictors exist for the treatment. Material and Methods: Therefore, we performed a detailed genetic characterization using genotyping, CNV calling and exome sequencing of autistic individuals from one of the largest randomized clinical trial for SSGT andanalyzed the association between genetic factors and SSGT treatment outcome. Identi ï¬ed rare copy number variations (CNVs) were prioritized and polygenic risk score (PRS)was calculated from ASD, education attainment (EA) and attention de ï¬cit hyperactivity disorder (ADHD) based on different p value thresholds (Pt < 0.01, 0.05, 0.1, 0.5, 1). Results: Individuals who carried large CNVs (> 500kb) showed signi ï¬cant worse outcome at 12 weeks post treatment ( Î²,15.4, p ,0.017) and 3 months follow up (Î²,14.2, p ,0.028). In addition, inferior outcomes were implicated for individuals with higher PRS for ASD (Pt , 0.5:Î²,6.5, p,0.018) and ADHD (Pt 1.0: Î²,6.7, p, 0.015) at follow up treatment. Currently, we are analyzing exome sequencing data from the same 205 individuals and then combining different rare and common genetic variantdata carriers together. Conclusion: autistic individuals with higher genetic burden for the disorder, including large rare CNVs andhigher load of PRS, have different bene ï¬ts of SSGT com pared with individuals with lower genetic risk. Our results can aid in personalized intervention modi ï¬cations for ASD in the future. D. Li: None. I. Rabkina: None. S. Stamouli: None. H. Jiao: None. M. Becker: None. U. Jonsson: None. N. Choque Olsson: None. S. BÃ¶lte: Other; Modest; Huber/ Hogrefe. K. Tammimies: None.",2019,,,"Conclusion: autistic individuals with higher genetic burden for the disorder, including large rare CNVs andhigher load of PRS, have different bene ï¬ts of SSGT com pared with individuals with lower genetic risk.",,autistic individual,,individual
319,3516,456,C Genetic determinants for social skill training outcomesin autism spectrum disorder,P09.024,D. Li,"1,2, I. Rabkina1,2, S. Stamouli1,2, H. Jiao3,","M. Becker1,2, U. Jonsson1,2,4, N. Choque Olsson1,2,5, S. BÃ¶lte1,2, K. Tammimies1,2 1Center of Neurodevelopmental disorder (KIND), Division of Neuropsychiatry, Department of Women and Children's Health, Karolinska Institutet, Stockholm, Sweden,2Child and Adolescent Psychiatry, Center for Psychiatry Research, Stockholm County Council, Stockholm, Sweden, 3Department of Biosciences and Nutrition, Karolinska Institutet, Huddinge, Stockholm, Sweden,4Department of Neuroscience, Child and Adolescent Psychiatry, Uppsala University, Uppsala, Sweden,5Department of Clinical Neuroscience, Karolinska Institutet, Stockholm, SwedenAbstracts from the 52ndEuropean Society of Human Genetics (ESHG). . . 1421Introduction: Social skill group training (SSGT) is one of the most common interventions for children and adolescents with autism. Individual responses to SSGT vary and limited clinical predictors exist for the treatment. Material and Methods: Therefore, we performed a detailed genetic characterization using genotyping, CNV calling and exome sequencing of autistic individuals from one of the largest randomized clinical trial for SSGT andanalyzed the association between genetic factors and SSGT treatment outcome. Identi ï¬ed rare copy number variations (CNVs) were prioritized and polygenic risk score (PRS)was calculated from ASD, education attainment (EA) and attention de ï¬cit hyperactivity disorder (ADHD) based on different p value thresholds (Pt < 0.01, 0.05, 0.1, 0.5, 1). Results: Individuals who carried large CNVs (> 500kb) showed signi ï¬cant worse outcome at 12 weeks post treatment ( Î²,15.4, p ,0.017) and 3 months follow up (Î²,14.2, p ,0.028). In addition, inferior outcomes were implicated for individuals with higher PRS for ASD (Pt , 0.5:Î²,6.5, p,0.018) and ADHD (Pt 1.0: Î²,6.7, p, 0.015) at follow up treatment. Currently, we are analyzing exome sequencing data from the same 205 individuals and then combining different rare and common genetic variantdata carriers together. Conclusion: autistic individuals with higher genetic burden for the disorder, including large rare CNVs andhigher load of PRS, have different bene ï¬ts of SSGT com pared with individuals with lower genetic risk. Our results can aid in personalized intervention modi ï¬cations for ASD in the future. D. Li: None. I. Rabkina: None. S. Stamouli: None. H. Jiao: None. M. Becker: None. U. Jonsson: None. N. Choque Olsson: None. S. BÃ¶lte: Other; Modest; Huber/ Hogrefe. K. Tammimies: None.",2019,,,1421Introduction: Social skill group training (SSGT) is one of the most common interventions for children and adolescents with autism.,adolescent with autism,,adolescent,
320,3490,381,C New candidate genes in autism spectrum disorder,P08.06,F. Mari,"1, C. Fallerini1, A. CurrÃ³1, D. Lopergolo1,","E. Benetti2, A. Giliberti1, M. Cannone1, F. Valentino1, F. Ariani1, A. Pinto3, S. Furini2, R. Canitano4, J. D. Buxbaum5, S. De Rubeis5, A. Renieri1 1Medical Genetics, University of Siena, Siena, Italy, 2Department of Medical Biotechnologies, University of Siena, Siena, Italy,3Genetica Medica, Azienda Ospedaliera Universitaria Senese, Siena, Italy,4Child Neuropsychiatry, Azienda Ospedaliera Universitaria Senese, Siena, Italy, 5Department of Psychiatry, Ichan School of Medicine, at Mount Sinai, New York, NY, United States Introduction: autism is a well known highly genetic heterogeneous entity. Materials and Methods: In the context of an Interna tional project aiming at identifying the genetic causes of ASD (autism Sequencing Consortium, Mount Sinai), weperformed a whole exome sequencing (WES) analysis in a cohort of 100 ASD patients, not harboring CNVs, attending the Medical Genetics Unit of Siena. Results: Mutations in already known ASD related genes were detected in 11% of cases, while either de novo or inherited mutations in novel genes were identi ï¬ed in 21% of cases. The novel identi ï¬ed genes can be pooled in three categories: i genes for which causative mutations have not1378been previously reported (eight genes), ii genes for which a likely association with ASD has been previously reported in a single case (eg DRP2 etc) and iii genes whose mutations have been previously associated with intellectual disability (ID) in only one (eg BCORL1 etc) or a few families (eg BRD4 recently associated with a Cornelia De Lange likephenotype etc). Conclusions: Overall, our extensive approach goes beyond safely con ï¬rming the pathogenic role of ASD/ID candidate genes and allows establishing the novel role of ID related genes in ASD. It delineates the impact of new genes across neurodevelopmental dimensions, providingimportant new insights into functional pathways involved in heterogeneous ASD phenotypes. F. Mari: None. C. Fallerini: None. A. CurrÃ³: None. D. Lopergolo: None. E. Benetti: None. A. Giliberti: None. M. Cannone: None. F. Valentino: None. F. Ariani: None. A. Pinto: None. S. Furini: None. R. Canitano: None. J. D. Buxbaum: None. S. De Rubeis: None. A. Renieri: None.",2019,,,"Materials and Methods: In the context of an Interna tional project aiming at identifying the genetic causes of ASD (autism Sequencing Consortium, Mount Sinai), weperformed a whole exome sequencing (WES) analysis in a cohort of 100 ASD patients, not harboring CNVs, attending the Medical Genetics Unit of Siena.",,ASD patient,,patient
321,3513,453,C Rare variants targeting genes that encode forcytochrome P450 enzymes in Autism Spectrum Disorder,P09.020,J. X. Santos,"1,2, A. R. Marques1,2, H. Martiniano2,","J. Vilela1,2, C. Rasga1,2, G. Oliveira3,4,5, A. M. Vicente1,2 1National Health Institute Doutor Ricardo Jorge, Lisbon, Portugal,2BioISI Biosystems & Integrative Sciences Institute, Faculty of Sciences, University of Lisbon, Lisbon, Portugal,3Unidade de Neurodesenvolvimento e autismo (UNDA), ServiÃ§o do Centro de Desenvolvimento da CrianÃ§a, Centro de InvestigaÃ§ Ã£o e FormaÃ§ Ã£o ClÃ­nica, Hospital PediÃ¡trico, Centro Hospitalar e UniversitÃ¡rio deCoimbra, Coimbra, Portugal, 4Institute for Biomedical Imaging and Life Sciences, Faculty of Medicine, Universidade de Coimbra, Coimbra, Portugal,5University Clinic of Pediatrics, Faculty of Medicine, University of Coimbra, Coimbra, Portugal autism heritability estimates of 50 80% support the hypothesis that gene environment interactions play a role in this pathology. ASD risk hasbeen associated with early exposure to various xenobiotics that are cleared in the liver by Cytochrome P450 enzymes. We therefore explored the hypothesis that variants in CYP450 genes, which de ï¬ne the rapid or slow metabolizer status of their carriers, may render individuals exposed to certain toxicants more susceptible to brain disruption during early development. To identify rare variants in 57 CYP450 genes we inspected exome sequence data, from publiclyavailable ASD datasets, for loss of function (LoF) and missense Single Nucleotide Variants (SNVs) predicted to be detrimental by in silico tools (MAF<5%), as well as rare (<1%) Copy Number Variants (CNVs). In 2674 ASD subjects, we found 516 LoF and missense SNVs, targeting 54CYP450 genes, most frequently in CYP2A13 ,CYP1A1 , CYP2D6 and CYP4B1 . Additionally, we identi ï¬ed 135 CNVs targeting 24 CYP450 genes in 3030 ASD indivi duals. CYP2D6 was exclusively targeted by CNVs in 13 out of 3030 ASD subjects, while CYP4X1 was signi ï¬cantly more frequently targeted by CNVs in ASD cases (22/3030; 0.72%) than controls (2/9649; 0.02%). CYP2D6 metabo lizes most psychoactive drugs, while CYP1A1 acts on polycyclic aromatic hydrocarbons (PAHs) and CYP4X1 is involved in the metabolism of endocrine disrupting chemi cals (e.g. phthalates and bisphenol A). Early exposure to neurotoxic phthalates, bisphenol A and PAHs has been previously associated with ASD risk, and here we provideevidence for an effect of gene environmental exposure interaction mediated by CYP450 gene variants. J. X. Santos: None. A. R. Marques: None. H. Marti niano: None. J. Vilela: None. C. Rasga: None. G. Oli veira: None. A. M. Vicente: None.",2019,,,"CYP2D6 was exclusively targeted by CNVs in 13 out of 3030 ASD subjects, while CYP4X1 was signi ï¬cantly more frequently targeted by CNVs in ASD cases (22/3030; 0.72%) than controls (2/9649; 0.02%).",,ASD case,,case
322,3513,453,C Rare variants targeting genes that encode forcytochrome P450 enzymes in Autism Spectrum Disorder,P09.020,J. X. Santos,"1,2, A. R. Marques1,2, H. Martiniano2,","J. Vilela1,2, C. Rasga1,2, G. Oliveira3,4,5, A. M. Vicente1,2 1National Health Institute Doutor Ricardo Jorge, Lisbon, Portugal,2BioISI Biosystems & Integrative Sciences Institute, Faculty of Sciences, University of Lisbon, Lisbon, Portugal,3Unidade de Neurodesenvolvimento e autismo (UNDA), ServiÃ§o do Centro de Desenvolvimento da CrianÃ§a, Centro de InvestigaÃ§ Ã£o e FormaÃ§ Ã£o ClÃ­nica, Hospital PediÃ¡trico, Centro Hospitalar e UniversitÃ¡rio deCoimbra, Coimbra, Portugal, 4Institute for Biomedical Imaging and Life Sciences, Faculty of Medicine, Universidade de Coimbra, Coimbra, Portugal,5University Clinic of Pediatrics, Faculty of Medicine, University of Coimbra, Coimbra, Portugal autism heritability estimates of 50 80% support the hypothesis that gene environment interactions play a role in this pathology. ASD risk hasbeen associated with early exposure to various xenobiotics that are cleared in the liver by Cytochrome P450 enzymes. We therefore explored the hypothesis that variants in CYP450 genes, which de ï¬ne the rapid or slow metabolizer status of their carriers, may render individuals exposed to certain toxicants more susceptible to brain disruption during early development. To identify rare variants in 57 CYP450 genes we inspected exome sequence data, from publiclyavailable ASD datasets, for loss of function (LoF) and missense Single Nucleotide Variants (SNVs) predicted to be detrimental by in silico tools (MAF<5%), as well as rare (<1%) Copy Number Variants (CNVs). In 2674 ASD subjects, we found 516 LoF and missense SNVs, targeting 54CYP450 genes, most frequently in CYP2A13 ,CYP1A1 , CYP2D6 and CYP4B1 . Additionally, we identi ï¬ed 135 CNVs targeting 24 CYP450 genes in 3030 ASD indivi duals. CYP2D6 was exclusively targeted by CNVs in 13 out of 3030 ASD subjects, while CYP4X1 was signi ï¬cantly more frequently targeted by CNVs in ASD cases (22/3030; 0.72%) than controls (2/9649; 0.02%). CYP2D6 metabo lizes most psychoactive drugs, while CYP1A1 acts on polycyclic aromatic hydrocarbons (PAHs) and CYP4X1 is involved in the metabolism of endocrine disrupting chemi cals (e.g. phthalates and bisphenol A). Early exposure to neurotoxic phthalates, bisphenol A and PAHs has been previously associated with ASD risk, and here we provideevidence for an effect of gene environmental exposure interaction mediated by CYP450 gene variants. J. X. Santos: None. A. R. Marques: None. H. Marti niano: None. J. Vilela: None. C. Rasga: None. G. Oli veira: None. A. M. Vicente: None.",2019,,,"To identify rare variants in 57 CYP450 genes we inspected exome sequence data, from publiclyavailable ASD datasets, for loss of function (LoF) and missense Single Nucleotide Variants (SNVs) predicted to be detrimental by in silico tools (MAF<5%), as well as rare (<1%) Copy Number Variants (CNVs).",,ASD dataset,,dataset
323,3513,453,C Rare variants targeting genes that encode forcytochrome P450 enzymes in Autism Spectrum Disorder,P09.020,J. X. Santos,"1,2, A. R. Marques1,2, H. Martiniano2,","J. Vilela1,2, C. Rasga1,2, G. Oliveira3,4,5, A. M. Vicente1,2 1National Health Institute Doutor Ricardo Jorge, Lisbon, Portugal,2BioISI Biosystems & Integrative Sciences Institute, Faculty of Sciences, University of Lisbon, Lisbon, Portugal,3Unidade de Neurodesenvolvimento e autismo (UNDA), ServiÃ§o do Centro de Desenvolvimento da CrianÃ§a, Centro de InvestigaÃ§ Ã£o e FormaÃ§ Ã£o ClÃ­nica, Hospital PediÃ¡trico, Centro Hospitalar e UniversitÃ¡rio deCoimbra, Coimbra, Portugal, 4Institute for Biomedical Imaging and Life Sciences, Faculty of Medicine, Universidade de Coimbra, Coimbra, Portugal,5University Clinic of Pediatrics, Faculty of Medicine, University of Coimbra, Coimbra, Portugal autism heritability estimates of 50 80% support the hypothesis that gene environment interactions play a role in this pathology. ASD risk hasbeen associated with early exposure to various xenobiotics that are cleared in the liver by Cytochrome P450 enzymes. We therefore explored the hypothesis that variants in CYP450 genes, which de ï¬ne the rapid or slow metabolizer status of their carriers, may render individuals exposed to certain toxicants more susceptible to brain disruption during early development. To identify rare variants in 57 CYP450 genes we inspected exome sequence data, from publiclyavailable ASD datasets, for loss of function (LoF) and missense Single Nucleotide Variants (SNVs) predicted to be detrimental by in silico tools (MAF<5%), as well as rare (<1%) Copy Number Variants (CNVs). In 2674 ASD subjects, we found 516 LoF and missense SNVs, targeting 54CYP450 genes, most frequently in CYP2A13 ,CYP1A1 , CYP2D6 and CYP4B1 . Additionally, we identi ï¬ed 135 CNVs targeting 24 CYP450 genes in 3030 ASD indivi duals. CYP2D6 was exclusively targeted by CNVs in 13 out of 3030 ASD subjects, while CYP4X1 was signi ï¬cantly more frequently targeted by CNVs in ASD cases (22/3030; 0.72%) than controls (2/9649; 0.02%). CYP2D6 metabo lizes most psychoactive drugs, while CYP1A1 acts on polycyclic aromatic hydrocarbons (PAHs) and CYP4X1 is involved in the metabolism of endocrine disrupting chemi cals (e.g. phthalates and bisphenol A). Early exposure to neurotoxic phthalates, bisphenol A and PAHs has been previously associated with ASD risk, and here we provideevidence for an effect of gene environmental exposure interaction mediated by CYP450 gene variants. J. X. Santos: None. A. R. Marques: None. H. Marti niano: None. J. Vilela: None. C. Rasga: None. G. Oli veira: None. A. M. Vicente: None.",2019,,,"In 2674 ASD subjects, we found 516 LoF and missense SNVs, targeting 54CYP450 genes, most frequently in CYP2A13 ,CYP1A1 , CYP2D6 and CYP4B1 .",,ASD subject,,subject
324,3513,453,C Rare variants targeting genes that encode forcytochrome P450 enzymes in Autism Spectrum Disorder,P09.020,J. X. Santos,"1,2, A. R. Marques1,2, H. Martiniano2,","J. Vilela1,2, C. Rasga1,2, G. Oliveira3,4,5, A. M. Vicente1,2 1National Health Institute Doutor Ricardo Jorge, Lisbon, Portugal,2BioISI Biosystems & Integrative Sciences Institute, Faculty of Sciences, University of Lisbon, Lisbon, Portugal,3Unidade de Neurodesenvolvimento e autismo (UNDA), ServiÃ§o do Centro de Desenvolvimento da CrianÃ§a, Centro de InvestigaÃ§ Ã£o e FormaÃ§ Ã£o ClÃ­nica, Hospital PediÃ¡trico, Centro Hospitalar e UniversitÃ¡rio deCoimbra, Coimbra, Portugal, 4Institute for Biomedical Imaging and Life Sciences, Faculty of Medicine, Universidade de Coimbra, Coimbra, Portugal,5University Clinic of Pediatrics, Faculty of Medicine, University of Coimbra, Coimbra, Portugal autism heritability estimates of 50 80% support the hypothesis that gene environment interactions play a role in this pathology. ASD risk hasbeen associated with early exposure to various xenobiotics that are cleared in the liver by Cytochrome P450 enzymes. We therefore explored the hypothesis that variants in CYP450 genes, which de ï¬ne the rapid or slow metabolizer status of their carriers, may render individuals exposed to certain toxicants more susceptible to brain disruption during early development. To identify rare variants in 57 CYP450 genes we inspected exome sequence data, from publiclyavailable ASD datasets, for loss of function (LoF) and missense Single Nucleotide Variants (SNVs) predicted to be detrimental by in silico tools (MAF<5%), as well as rare (<1%) Copy Number Variants (CNVs). In 2674 ASD subjects, we found 516 LoF and missense SNVs, targeting 54CYP450 genes, most frequently in CYP2A13 ,CYP1A1 , CYP2D6 and CYP4B1 . Additionally, we identi ï¬ed 135 CNVs targeting 24 CYP450 genes in 3030 ASD indivi duals. CYP2D6 was exclusively targeted by CNVs in 13 out of 3030 ASD subjects, while CYP4X1 was signi ï¬cantly more frequently targeted by CNVs in ASD cases (22/3030; 0.72%) than controls (2/9649; 0.02%). CYP2D6 metabo lizes most psychoactive drugs, while CYP1A1 acts on polycyclic aromatic hydrocarbons (PAHs) and CYP4X1 is involved in the metabolism of endocrine disrupting chemi cals (e.g. phthalates and bisphenol A). Early exposure to neurotoxic phthalates, bisphenol A and PAHs has been previously associated with ASD risk, and here we provideevidence for an effect of gene environmental exposure interaction mediated by CYP450 gene variants. J. X. Santos: None. A. R. Marques: None. H. Marti niano: None. J. Vilela: None. C. Rasga: None. G. Oli veira: None. A. M. Vicente: None.",2019,,,"CYP2D6 was exclusively targeted by CNVs in 13 out of 3030 ASD subjects, while CYP4X1 was signi ï¬cantly more frequently targeted by CNVs in ASD cases (22/3030; 0.72%) than controls (2/9649; 0.02%).",,ASD subject,,subject
325,3513,453,C Rare variants targeting genes that encode forcytochrome P450 enzymes in Autism Spectrum Disorder,P09.020,J. X. Santos,"1,2, A. R. Marques1,2, H. Martiniano2,","J. Vilela1,2, C. Rasga1,2, G. Oliveira3,4,5, A. M. Vicente1,2 1National Health Institute Doutor Ricardo Jorge, Lisbon, Portugal,2BioISI Biosystems & Integrative Sciences Institute, Faculty of Sciences, University of Lisbon, Lisbon, Portugal,3Unidade de Neurodesenvolvimento e autismo (UNDA), ServiÃ§o do Centro de Desenvolvimento da CrianÃ§a, Centro de InvestigaÃ§ Ã£o e FormaÃ§ Ã£o ClÃ­nica, Hospital PediÃ¡trico, Centro Hospitalar e UniversitÃ¡rio deCoimbra, Coimbra, Portugal, 4Institute for Biomedical Imaging and Life Sciences, Faculty of Medicine, Universidade de Coimbra, Coimbra, Portugal,5University Clinic of Pediatrics, Faculty of Medicine, University of Coimbra, Coimbra, Portugal autism heritability estimates of 50 80% support the hypothesis that gene environment interactions play a role in this pathology. ASD risk hasbeen associated with early exposure to various xenobiotics that are cleared in the liver by Cytochrome P450 enzymes. We therefore explored the hypothesis that variants in CYP450 genes, which de ï¬ne the rapid or slow metabolizer status of their carriers, may render individuals exposed to certain toxicants more susceptible to brain disruption during early development. To identify rare variants in 57 CYP450 genes we inspected exome sequence data, from publiclyavailable ASD datasets, for loss of function (LoF) and missense Single Nucleotide Variants (SNVs) predicted to be detrimental by in silico tools (MAF<5%), as well as rare (<1%) Copy Number Variants (CNVs). In 2674 ASD subjects, we found 516 LoF and missense SNVs, targeting 54CYP450 genes, most frequently in CYP2A13 ,CYP1A1 , CYP2D6 and CYP4B1 . Additionally, we identi ï¬ed 135 CNVs targeting 24 CYP450 genes in 3030 ASD indivi duals. CYP2D6 was exclusively targeted by CNVs in 13 out of 3030 ASD subjects, while CYP4X1 was signi ï¬cantly more frequently targeted by CNVs in ASD cases (22/3030; 0.72%) than controls (2/9649; 0.02%). CYP2D6 metabo lizes most psychoactive drugs, while CYP1A1 acts on polycyclic aromatic hydrocarbons (PAHs) and CYP4X1 is involved in the metabolism of endocrine disrupting chemi cals (e.g. phthalates and bisphenol A). Early exposure to neurotoxic phthalates, bisphenol A and PAHs has been previously associated with ASD risk, and here we provideevidence for an effect of gene environmental exposure interaction mediated by CYP450 gene variants. J. X. Santos: None. A. R. Marques: None. H. Marti niano: None. J. Vilela: None. C. Rasga: None. G. Oli veira: None. A. M. Vicente: None.",2019,,,"To identify rare variants in 57 CYP450 genes we inspected exome sequence data, from publiclyavailable ASD datasets, for loss of function (LoF) and missense Single Nucleotide Variants (SNVs) predicted to be detrimental by in silico tools (MAF<5%), as well as rare (<1%) Copy Number Variants (CNVs).",,publicly available ASD dataset,,dataset
